Username,Platform,Category / Niche,Followers Count,Engagement Rate %,Average Likes,Average Comments,Location,Influencer Tier,Engagement Score,Follower Tier Score,Influencer Score,Potential Category,Contact Available
sonalbuildsgrowth,instagram,creator growth,31653,2.7,835.0,21.0,india,micro,3,5,84,high potential,1
ayushbranding,instagram,brand consulting,88603,3.32,2880.0,65.0,india,mid,3,4,76,high potential,1
manishsaas,linkedin,saas hiring,63623,1.36,838.0,29.0,global,mid,2,4,68,medium potential,1
sumitbuilds,linkedin,saas funnels,69084,1.36,900.0,41.0,global,mid,2,4,68,medium potential,1
arpitbuildsgrowth,instagram,growth playbooks,55592,3.94,2137.0,56.0,india,mid,3,4,76,high potential,1
nikhilautomation,linkedin,enterprise ai,106243,1.31,1345.0,46.0,global,mid,2,4,68,medium potential,1
saurabhautomation,linkedin,ai ops,99199,1.82,1735.0,74.0,global,mid,2,4,68,medium potential,1
sachinbuildsapp,instagram,app founder,45319,3.1,1373.0,32.0,india,micro,3,5,84,high potential,1
meghaautomation,linkedin,ai leadership,66946,1.4,903.0,32.0,global,mid,2,4,68,medium potential,1
saurabhautomation,linkedin,ai ops,88484,2.0,1695.0,76.0,global,mid,2,4,68,medium potential,1
rashmi.ai,instagram,ai community,47142,2.94,1359.0,26.0,india,micro,3,5,84,high potential,1
adarshgrowth,instagram,marketing funnels,59700,2.94,1700.0,55.0,india,mid,3,4,76,high potential,1
nikhiltechfounder,instagram,no-code saas,52659,2.11,1061.0,50.0,india,mid,3,4,76,high potential,1
sachinbuilds,instagram,brand funnels,62765,3.07,1879.0,45.0,india,mid,3,4,76,high potential,1
nikhilgrowthhacks,instagram,growth hacking,83200,4.05,3291.0,81.0,india,mid,4,4,84,high potential,1
tanyagrowth,instagram,marketing reels,40226,2.69,1057.0,24.0,india,micro,3,5,84,high potential,1
kunalautomation,linkedin,ai workflows,96019,1.87,1721.0,72.0,global,mid,2,4,68,medium potential,1
priyanshutech,instagram,bootstrapped saas,29825,2.91,834.0,34.0,india,micro,3,5,84,high potential,1
shalinigrowth,instagram,marketing basics,22665,3.73,825.0,21.0,india,micro,3,5,84,high potential,1
saurabhautomation,linkedin,ai ops,104614,1.29,1279.0,70.0,global,mid,2,4,68,medium potential,1
priyanandamarketing,linkedin,brand marketing,55457,1.79,949.0,44.0,global,mid,2,4,68,medium potential,1
arjunbranding,instagram,brand deals,66798,3.01,1946.0,67.0,india,mid,3,4,76,high potential,1
ishabuildsai,instagram,ai tutorials,38782,3.09,1163.0,34.0,india,micro,3,5,84,high potential,1
aditi.ai,instagram,ai branding,40668,2.95,1174.0,26.0,india,micro,3,5,84,high potential,1
neha.creates,instagram,design branding,25581,3.19,798.0,17.0,india,micro,3,5,84,high potential,1
rashmi.ai,instagram,ai community,40550,3.79,1492.0,46.0,india,micro,3,5,84,high potential,1
shreya.personalbrand,instagram,personal growth,48645,3.3,1577.0,27.0,india,micro,3,5,84,high potential,1
rohitgrowthhacks,instagram,growth hacking,88776,4.05,3487.0,107.0,india,mid,4,4,84,high potential,1
pooja.builds,instagram,creator economy,41365,3.54,1423.0,40.0,india,micro,3,5,84,high potential,1
vikasbuildsai,instagram,ai hacks,71377,5.05,3488.0,120.0,india,mid,4,4,84,high potential,1
sureshsaas,linkedin,saas leadership,93267,1.07,967.0,35.0,global,mid,2,4,68,medium potential,1
kunalbuilds,linkedin,saas scaling,101352,1.58,1540.0,60.0,global,mid,2,4,68,medium potential,1
vivekgrowth,linkedin,b2b demand gen,106711,1.35,1372.0,67.0,global,mid,2,4,68,medium potential,1
rajbuildsai,instagram,ai case studies,67225,4.91,3218.0,82.0,india,mid,4,4,84,high potential,1
varunbranding,instagram,brand strategy,81905,3.44,2756.0,63.0,india,mid,3,4,76,high potential,1
rajatbuilds,instagram,brand systems,63451,3.49,2168.0,48.0,india,mid,3,4,76,high potential,1
meghaautomation,linkedin,ai leadership,68786,1.67,1115.0,37.0,global,mid,2,4,68,medium potential,1
tanyagrowth,instagram,marketing reels,45372,2.99,1319.0,37.0,india,micro,3,5,84,high potential,1
buildwithriya,instagram,content strategy,38188,3.77,1407.0,33.0,india,micro,3,5,84,high potential,1
rashmigrowth,instagram,community growth,46350,3.44,1552.0,42.0,india,micro,3,5,84,high potential,1
varunbranding,instagram,brand strategy,84191,3.32,2731.0,61.0,india,mid,3,4,76,high potential,1
pallavi.builds,instagram,creator growth,31541,2.61,805.0,17.0,india,micro,3,5,84,high potential,1
shreya.personalbrand,instagram,personal growth,45971,3.77,1707.0,28.0,india,micro,3,5,84,high potential,1
riyabuildssaas,instagram,saas content,39155,2.55,965.0,35.0,india,micro,3,5,84,high potential,1
rohangrowth,instagram,marketing automation,70021,2.98,2044.0,43.0,india,mid,3,4,76,high potential,1
arjun.ai,instagram,ai use cases,80852,3.76,2953.0,90.0,india,mid,3,4,76,high potential,1
nehamarketing,instagram,performance marketing,66498,3.62,2302.0,104.0,india,mid,3,4,76,high potential,1
naveenpersonalbrand,linkedin,linkedin branding,79264,1.35,1020.0,50.0,india,mid,2,4,68,medium potential,1
aditigrowth,instagram,brand growth,37478,3.23,1176.0,35.0,india,micro,3,5,84,high potential,1
vikassaas,linkedin,saas sales,51396,2.19,1084.0,40.0,global,mid,3,4,76,high potential,1
rohitbuildssaas,linkedin,saas growth,68572,1.3,845.0,49.0,content strategy,mid,2,4,68,medium potential,1
ishacreates,instagram,content creation,29389,3.38,964.0,30.0,india,micro,3,5,84,high potential,1
rahulsaasbuilds,linkedin,saas architecture,94900,1.09,992.0,40.0,global,mid,2,4,68,medium potential,1
rohitgrowthhacks,instagram,growth hacking,84051,4.22,3475.0,75.0,india,mid,4,4,84,high potential,1
abhinavgrowth,linkedin,b2b growth,99026,1.53,1454.0,60.0,global,mid,2,4,68,medium potential,1
arjun.ai,instagram,ai use cases,72168,4.25,2966.0,99.0,india,mid,4,4,84,high potential,1
rahulsaasbuilds,linkedin,saas architecture,80329,1.22,933.0,43.0,global,mid,2,4,68,medium potential,1
neha.creates,instagram,design branding,22941,3.74,838.0,20.0,india,micro,3,5,84,high potential,1
tarunbuildssaas,linkedin,saas metrics,77763,1.28,959.0,35.0,global,mid,2,4,68,medium potential,1
arjun.ai,instagram,ai use cases,71418,3.52,2446.0,65.0,india,mid,3,4,76,high potential,1
shalinigrowth,instagram,marketing basics,27943,3.23,879.0,23.0,india,micro,3,5,84,high potential,1
amangrowth,instagram,marketing systems,35119,3.72,1275.0,33.0,india,micro,3,5,84,high potential,1
rohangrowth,instagram,marketing automation,64757,3.61,2262.0,73.0,india,mid,3,4,76,high potential,1
vikasbuildsai,instagram,ai hacks,71882,4.89,3447.0,67.0,india,mid,4,4,84,high potential,1
amanautomation,instagram,ai systems,37642,4.13,1513.0,42.0,india,micro,4,5,92,high potential,1
deepabai,linkedin,ai leadership,49474,2.05,966.0,49.0,global,micro,3,5,84,high potential,1
sachinbuildsapp,instagram,app founder,46349,2.63,1184.0,33.0,india,micro,3,5,84,high potential,1
ayushbranding,instagram,brand consulting,90719,3.57,3169.0,71.0,india,mid,3,4,76,high potential,1
sureshsaas,linkedin,saas leadership,87632,1.36,1136.0,59.0,global,mid,2,4,68,medium potential,1
nidhimarketing,instagram,content growth,30209,2.77,814.0,24.0,india,micro,3,5,84,high potential,1
vikassaas,linkedin,saas sales,58724,1.92,1091.0,38.0,global,mid,2,4,68,medium potential,1
neerajsaas,linkedin,saas leadership,78713,1.38,1048.0,40.0,global,mid,2,4,68,medium potential,1
nikhilgrowthhacks,instagram,growth hacking,75563,3.36,2468.0,69.0,india,mid,3,4,76,high potential,1
arjunbranding,instagram,brand deals,62905,3.38,2084.0,42.0,india,mid,3,4,76,high potential,1
sumitbuilds,linkedin,saas funnels,63469,1.81,1120.0,28.0,global,mid,2,4,68,medium potential,1
shrutiautomates,instagram,automation reels,35813,3.24,1128.0,34.0,india,micro,3,5,84,high potential,1
ishacreates,instagram,content creation,34539,3.18,1070.0,29.0,india,micro,3,5,84,high potential,1
rahul.personalbrand,linkedin,linkedin branding,85851,1.46,1187.0,67.0,india,mid,2,4,68,medium potential,1
ritikagrowth,instagram,content marketing,41840,2.88,1175.0,31.0,india,micro,3,5,84,high potential,1
aditi.ai,instagram,ai branding,40077,3.14,1232.0,25.0,india,micro,3,5,84,high potential,1
nikhilautomates,instagram,automation hacks,94294,3.12,2864.0,80.0,india,mid,3,4,76,high potential,1
meghagrowth,linkedin,marketing leadership,62194,1.8,1070.0,49.0,global,mid,2,4,68,medium potential,1
megha.personalbrand,instagram,personal growth,47244,2.9,1335.0,34.0,india,micro,3,5,84,high potential,1
alisha.creates,instagram,creator branding,35843,3.1,1087.0,24.0,india,micro,3,5,84,high potential,1
varunbranding,instagram,brand strategy,79238,3.17,2456.0,53.0,india,mid,3,4,76,high potential,1
kunalautomates,linkedin,ai analytics,98505,1.62,1535.0,59.0,global,mid,2,4,68,medium potential,1
adarshgrowth,instagram,marketing funnels,51304,4.23,2099.0,72.0,india,mid,4,4,84,high potential,1
pooja.ai,instagram,ai design,26452,3.14,812.0,19.0,india,micro,3,5,84,high potential,1
tarunbuildssaas,linkedin,saas metrics,79866,1.26,967.0,40.0,global,mid,2,4,68,medium potential,1
ayeshasaas,instagram,saas storytelling,31107,3.62,1096.0,29.0,india,micro,3,5,84,high potential,1
poojafounder,instagram,product saas,30391,3.69,1086.0,34.0,india,micro,3,5,84,high potential,1
vikassaas,linkedin,saas sales,57194,1.69,935.0,29.0,global,mid,2,4,68,medium potential,1
rohitbuildsonline,instagram,online branding,58257,4.23,2399.0,65.0,india,mid,4,4,84,high potential,1
pallavgrowth,instagram,instagram growth,30778,3.93,1184.0,25.0,india,micro,3,5,84,high potential,1
ritu.personalbrand,instagram,personal branding,36038,2.92,1023.0,31.0,india,micro,3,5,84,high potential,1
amanbranding,instagram,brand deals,63916,3.47,2179.0,42.0,india,mid,3,4,76,high potential,1
ananya.ai,instagram,ai reels,42337,2.93,1207.0,34.0,india,micro,3,5,84,high potential,1
adarshgrowth,instagram,marketing funnels,59611,3.11,1797.0,55.0,india,mid,3,4,76,high potential,1
rajbuildsai,instagram,ai case studies,82382,3.1,2469.0,86.0,india,mid,3,4,76,high potential,1
saurabhgrowth,linkedin,growth ops,103867,1.4,1388.0,63.0,global,mid,2,4,68,medium potential,1
amitfounder,instagram,startup journey,41156,2.62,1035.0,44.0,india,micro,3,5,84,high potential,1
mealsandmilestones,instagram,digital creator,14235,3.735862311,527.7,4.1,india,micro,3,5,84,high potential,1
dr.priyanka_magudapathy_derm,instagram,dermatologist,13849,0.3711459311,46.9,4.5,india,micro,1,5,48,medium potential,0
_wiisshh_,instagram,videography,50693,1.164460576,568.0,22.3,global,mid,2,4,68,medium potential,1
im.yourguyforai,instagram,ai strategy consultant,10152,0.1940504334,18.5,1.2,india,micro,1,5,48,medium potential,0
manish_mahirrao_mm,instagram,social media management,1267,22.09944751,267.0,13.0,india,below threshold,5,0,60,medium potential,1
justustharao,instagram,photography,4443,1.865856403,79.0,3.9,global,below threshold,2,0,16,low potential,0
raphobeauty,instagram,personal branding,1081,18.08510638,190.9,4.6,pakistan,below threshold,5,0,40,medium potential,0
tamil_cinephile,instagram,video editor,80702,0.8883299051,710.8,6.1,india,mid,1,4,40,medium potential,0
saranyacoach,instagram,career growth,1693,0.3366804489,5.6,0.1,india,below threshold,1,0,28,low potential,1
holycowsauces,instagram,personal branding,1220,0.8114754098,8.8,1.1,india,below threshold,1,0,8,low potential,0
rightfitnesscoach,instagram,fitness coach,2139,1.430575035,29.5,1.1,india,below threshold,2,0,36,low potential,1
ksmittal29,instagram,entrepreneur,2369,4.03967919,84.0,11.7,india,below threshold,4,0,32,low potential,0
yuawarani_b,instagram,education,1052,0.3422053232,3.4,0.2,india,below threshold,1,0,8,low potential,0
scrub_digital,instagram,brand narrative management,2340,8.923076923,208.7,0.1,india,below threshold,5,0,40,medium potential,0
arvind.techies,instagram,tech & ai,253073,17.39652195,22851.1,21174.8,india,macro,5,3,84,high potential,1
lorisuarez,instagram,personal branding,2829,1.010957936,25.7,2.9,global,below threshold,2,0,16,low potential,0
ankurjain2k,instagram,entrepreneur,1035,16.5410628,170.1,1.1,india,below threshold,5,0,40,medium potential,0
the.snug.twist,instagram,reel creator,4158,1.76046176,66.1,7.1,india,below threshold,2,0,16,low potential,0
madhulika_bajpai,instagram,reel creator,11550,3.181818182,339.4,28.1,india,micro,3,5,64,medium potential,0
bitespeed.co,instagram,marketing,1819,1.880153931,34.0,0.2,india,below threshold,2,0,16,low potential,0
daniloferreira_of,instagram,marketing,3020,6.364238411,178.6,13.6,global,below threshold,5,0,40,medium potential,0
komalthapliyal21,instagram,fashion and lifestyle,94286,2.128417793,1991.4,15.4,india,mid,3,4,56,medium potential,0
brandingby_jayant,instagram,branding,1194,1.072026801,11.7,1.1,india,below threshold,2,0,16,low potential,0
_darshkothari_,instagram,artist,21476,0.3864779289,59.0,24.0,india,micro,1,5,68,medium potential,1
unforgettiible,instagram,ugc creator,1780,0.0,173.3,16.0,india,below threshold,1,0,8,low potential,0
tamanna_miglani,instagram,fashion and lifestyle,1695,23.16224189,371.6,21.0,india,below threshold,5,0,40,medium potential,0
_sherlen_,instagram,fashion and lifestyle,229511,2.638740627,6013.7,42.5,india,mid,3,4,76,high potential,1
art_for_desire,instagram,artist,1725,2.48115942,40.2,2.6,india,below threshold,3,0,24,low potential,0
sawantist,instagram,photographer and videographer,1345,5.211895911,67.1,3.0,india,below threshold,4,0,52,medium potential,1
glow.andglaze,instagram,beauty & lifestyle,1101,9.146230699,88.3,12.4,india,below threshold,5,0,40,medium potential,0
salonigulati_11,instagram,personal blog,1023,77.54643206,784.1,9.2,india,below threshold,5,0,40,medium potential,0
ankit.bng,instagram,entrepreneur,1248,31.73076923,369.6,26.4,india,below threshold,5,0,40,medium potential,0
palakbajpaiii,instagram,reel creator,1377,14.24110385,189.3,6.8,india,below threshold,5,0,60,medium potential,1
lenoshstudio,instagram,interaction designer,1233,2.068126521,24.3,1.2,india,below threshold,3,0,24,low potential,0
kittu_blog,instagram,fashion and lifestyle,14104,1.075581395,143.8,7.9,india,micro,2,5,76,high potential,1
vaishnavi_shingavi,instagram,reel creator,5219,37.19486492,1909.7,31.5,india,micro,5,5,80,high potential,0
keshavbhanot12,instagram,public speaker,15447,0.009063248527,1.4,0.0,india,micro,1,5,48,medium potential,0
itsmanishydv,instagram,marketing,88133,2.147549726,1875.5,17.2,india,mid,3,4,76,high potential,1
sheenakaurmakeovers,instagram,makeup educator,1014871,0.2164511549,2167.8,28.9,india,macro,1,3,52,medium potential,1
mehr_mahajan,instagram,lifestyle,1061,130.6880302,1317.0,69.6,india,below threshold,5,0,40,medium potential,0
vivekartistry,instagram,graphics designer,1037,15.44840887,154.2,6.0,india,below threshold,5,0,60,medium potential,1
pragatiofficial,instagram,fashion and lifestyle,9327,12.79082234,1135.7,57.3,india,micro,5,5,80,high potential,0
muskaannn.___,instagram,lifestyle & fashion,35567,1.181713386,396.5,23.8,india,micro,2,5,76,high potential,1
_shruti__gogoi_,instagram,artist,1289,8.712179984,99.0,13.3,india,below threshold,5,0,40,medium potential,0
simrantaneja.in,instagram,lifestyle & fashion,150628,1.66184242,2109.9,393.3,india,mid,2,4,68,medium potential,1
viranshjainofficial,instagram,actor,2054,1.635832522,28.9,4.7,india,below threshold,2,0,16,low potential,0
neerunagii,instagram,fashion & lifestyle creator,9786,4.156958921,326.7,80.1,india,micro,4,5,92,high potential,1
nikhildhingra1234,instagram,digital creator,117800,4.726994907,5427.3,141.1,india,mid,4,4,84,high potential,1
mehakbhagat___,instagram,model,24564,0.4168702166,95.9,6.5,india,micro,1,5,48,medium potential,0
ughradhika,instagram,"beauty, fashion, lifestyle",61936,0.306122449,176.0,13.6,india,mid,1,4,60,medium potential,1
dishaasethh,instagram,social media manager,6483,5.606972081,347.0,16.5,india,micro,4,5,92,high potential,1
vikrant_givohi07,instagram,personal blog,6618,1.517074645,96.3,4.1,india,micro,2,5,56,medium potential,0
patni_trish,instagram,video producer,1614,10.9913259,159.1,18.3,india,below threshold,5,0,40,medium potential,0
turni_s,instagram,digital creator,7688,9.301768991,678.0,37.12,india,micro,5,5,80,high potential,0
gunjitaaa,instagram,digital creator,31035,10.19623006,3127.0,37.4,india,micro,5,5,100,high potential,1
osiris_back,instagram,artist,1198,7.14524207,66.4,19.2,india,below threshold,5,0,40,medium potential,0
rutikkbrid,instagram,artist,1631,25.89209074,387.7,34.6,india,below threshold,5,0,40,medium potential,0
__aniindii,instagram,digital creator,6113,5.285457222,292.0,31.1,india,micro,4,5,92,high potential,1
pragya_pandey0903,instagram,lifestyle-beauty-hair-real estate,43093,11.50674123,4880.7,77.9,india,micro,5,5,80,high potential,0
uzaimmalik._,instagram,fashion & lifestyle creator,122282,9.708706106,11766.0,106.0,india,mid,5,4,92,high potential,1
lynette_lopes,instagram,lifestyle,2222,23.78937894,492.5,36.1,india,below threshold,5,0,40,medium potential,0
omkar_kocharekar,instagram,cinematography,34137,1.329642324,441.8,12.1,india,micro,2,5,56,medium potential,0
roshmadeit,instagram,digital creator,1420,9.767605634,117.5,21.2,india,below threshold,5,0,40,medium potential,0
rupinder.chahal.actor,instagram,actor,12376,1.052036199,116.8,13.4,india,micro,2,5,56,medium potential,0
chhayasharmaa_,instagram,digital creator,2495,10.31262525,248.5,8.8,india,below threshold,5,0,40,medium potential,0
n.kaushik7,instagram,travel & lifestyle,82760,0.3621314645,253.5,46.2,india,mid,1,4,60,medium potential,1
mansiii_deshmukh,instagram,digital creator,1128,386.0195035,4241.3,113.0,india,below threshold,5,0,40,medium potential,0
kashishthakkerr,instagram,actor,10757,23.32806545,2464.3,45.1,india,micro,5,5,80,high potential,0
this.is.inika,instagram,digital creator,1713,5.66841798,92.3,4.8,india,below threshold,4,0,32,low potential,0
the_amaan_siddiqui,instagram,cinematography,1202,82.69550749,958.3,35.7,india,below threshold,5,0,40,medium potential,0
ii_.miracle_boy._ii,instagram,personal blog,8108,0.08016773557,5.1,1.4,india,micro,1,5,48,medium potential,0
muskan_verma879000,instagram,health and beauty,30664,0.1682755022,48.5,3.1,india,micro,1,5,48,medium potential,0
itsmeakshh_,instagram,branding,6775,5.585239852,350.6,27.8,india,micro,4,5,72,high potential,0
sujeetkumar____,instagram,digital creator,1765,10.88385269,164.1,28.0,india,below threshold,5,0,40,medium potential,0
kashishkumarr_,instagram,actor,6333,1.436917733,78.0,13.0,india,micro,2,5,76,high potential,1
the_varadtiwari,instagram,producer,7285,1.126973233,74.3,7.8,india,micro,2,5,56,medium potential,0
ridewithahmad,instagram,graphics designer,1174,20.0681431,218.4,17.2,india,below threshold,5,0,60,medium potential,1
yashganeriwala,instagram,founder &ceo,1573,17.55880483,262.3,13.9,india,below threshold,5,0,60,medium potential,1
hollypreety,instagram,digital creator,33248,4.501624158,905.5,591.2,india,micro,4,5,92,high potential,1
cloud_machine_,instagram,cgi artist,1047,6.657115568,67.5,2.2,india,below threshold,5,0,40,medium potential,0
skawtalents,instagram,social media manager,17964,0.06958361167,12.2,0.3,india,micro,1,5,48,medium potential,0
riyatomarrrrrrr,instagram,social media head,33250,9.059849624,2836.7,175.7,india,micro,5,5,100,high potential,1
hometownfoodies_,instagram,blogger,3993,1.720510894,63.2,5.5,india,below threshold,2,0,16,low potential,0
iam.amitsinghwithswag,instagram,reel creator,8011,1.795031831,124.2,19.6,india,micro,2,5,76,high potential,1
its_aman7376,instagram,reel creator,1667,2.5074985,33.7,8.1,india,below threshold,3,0,24,low potential,0
__mr_mihir_patel_5580,instagram,reel creator,7819,0.9272285458,70.2,2.3,india,micro,1,5,48,medium potential,0
mishrashlokreal3690,instagram,photographer,8319,5.571583123,376.6,86.9,india,micro,4,5,72,high potential,0
ayush_d_dude,instagram,photographer,6261,4.403449928,270.0,5.7,india,micro,4,5,92,high potential,1
sahil.gulati18,instagram,blogger,1899,1.200631912,21.5,1.3,india,below threshold,2,0,16,low potential,0
dhiman__7211,instagram,instagram growth,2021,1.103414151,20.4,1.9,india,below threshold,2,0,16,low potential,0
jaipur_jda_approved_plots,instagram,personal branding,1539,1.078622482,16.4,0.2,india,below threshold,2,0,36,low potential,1
sagar_kohli22,instagram,reel creator,113304,0.02824260397,30.2,1.8,india,mid,1,4,40,medium potential,0
littletfitness_sunita4703,instagram,entrepreneur,27155,0.7077886209,182.1,10.1,india,micro,1,5,48,medium potential,0
_.harsh_singh_rajput25,instagram,reel creator,1504,6.908244681,98.6,5.3,india,below threshold,5,0,40,medium potential,0
ahir_aditya001,instagram,digital creator,8130,0.3025830258,23.2,1.4,india,micro,1,5,48,medium potential,0
news.feedd,instagram,news,5405,0.9028677151,48.4,0.4,india,micro,1,5,48,medium potential,0
abhaysingh58430,instagram,blogger,2153,6.81839294,129.7,17.1,india,below threshold,5,0,40,medium potential,0
webmagnetmedia.in,instagram,marketing agency,2798,0.654038599,18.3,0.0,india,below threshold,1,0,28,low potential,1
himanshu_dahiyaa09,instagram,real estate investor,2933,20.56597341,593.4,9.8,india,below threshold,5,0,40,medium potential,0
jacintamakeup_almostfamous,instagram,artist,12676,0.9648153992,118.4,3.9,india,micro,1,5,48,medium potential,0
zhen_______01,instagram,reel creator,1463,19.00888585,260.6,17.5,india,below threshold,5,0,40,medium potential,0
amar.gupta31,instagram,reel creator,25333,7.04535586,1776.6,8.2,india,micro,5,5,80,high potential,0
thetusharcollabs,instagram,advertising/ marketing,10113,5.507762286,542.8,14.2,india,micro,4,5,72,high potential,0
deepak_kushwaha_69,instagram,digital creator,1136,7.720070423,79.1,8.6,india,below threshold,5,0,40,medium potential,0
bhattparths,instagram,photographer,3584,5.666852679,193.9,9.2,india,below threshold,4,0,32,low potential,0
sardar_pamu_09_,instagram,reel creator,1882,23.78320935,438.9,8.7,india,below threshold,5,0,40,medium potential,0
bohohome.jaipur,instagram,personal branding,1286,1.710730949,20.5,1.5,india,below threshold,2,0,16,low potential,0
business_with_jayu,instagram,entrepreneur,2055,4.564476886,92.1,1.7,india,below threshold,4,0,32,low potential,0
thinkxpodcast,instagram,community,13399,0.1440406,19.1,0.2,india,micro,1,5,48,medium potential,0
gfx_designer_ashvin,instagram,graphics designer,1118,12.39713775,134.9,3.7,india,below threshold,5,0,40,medium potential,0
raju_kashyap_vlog_,instagram,blogger,472196,0.04853916594,218.5,10.7,india,macro,1,3,32,low potential,0
shreekalpavrikshfurnitures,instagram,personal branding,7679,0.050787863,3.8,0.1,india,micro,1,5,68,medium potential,1
mohitxdua,instagram,entrepreneur,1978,13.91809909,255.2,20.1,india,below threshold,5,0,40,medium potential,0
amozz.__,instagram,branding,80860,48.60969577,38966.9,338.9,india,mid,5,4,72,high potential,0
anand.abhisheek,instagram,personal blog,1027,19.20155794,194.1,3.1,india,below threshold,5,0,40,medium potential,0
poojapahujaofficial,instagram,founder &ceo,14929,0.1667894702,23.4,1.5,india,micro,1,5,68,medium potential,1
abdelrahman_yousrii,instagram,digital creator,1821,5.95826469,100.5,8.0,global,below threshold,4,0,32,low potential,0
salmanexoticofficial,instagram,personal branding,13283,3.227433562,417.1,11.6,india,micro,3,5,64,medium potential,0
blooming_littlebrains,instagram,counselor,1085,7.225806452,62.3,16.1,india,below threshold,5,0,40,medium potential,0
samradnib,instagram,digital creator,1010,14.83168317,115.5,34.3,india,below threshold,5,0,40,medium potential,0
ai.za6451,instagram,reel creator,1161,3.428079242,37.7,2.1,india,below threshold,3,0,24,low potential,0
mahek_0504,instagram,personal blog,2103,19.29148835,396.6,9.1,india,below threshold,5,0,40,medium potential,0
technical_prabhaker,instagram,technology,32448,0.9236316568,272.5,27.2,india,micro,1,5,48,medium potential,0
serioissoaqui_,instagram,digital creator,13616,14.2626322,1845.0,97.0,india,micro,5,5,80,high potential,0
muscleheadon,instagram,health,34722,0.2494095962,82.2,4.4,india,micro,1,5,48,medium potential,0
julietmerchant,instagram,entrepreneur,1071,8.823529412,91.5,3.0,india,below threshold,5,0,40,medium potential,0
denise.alexe,instagram,comedian,1405782,5.765175539,79863.5,1182.3,global,macro,4,3,56,medium potential,0
saadsells,instagram,entrepreneur,765266,4.569940387,34796.8,175.4,india,macro,4,3,56,medium potential,0
ankit.pingol,instagram,personal blog,1094,18.90310786,201.2,5.6,india,below threshold,5,0,40,medium potential,0
anandraman_,instagram,comedian,1113740,11.61592472,84857.1,44514.1,global,macro,5,3,64,medium potential,0
Ace Bureaucrat Academy,instagram,education,132417,0.06,71.0,4.0,"lahore, pakistan",mid,1,4,60,medium potential,1
Moreland University,instagram,education,5401,2.56,132.0,7.0,washington d.c.,micro,3,5,84,high potential,1
Project Lead The Way,instagram,career motivator,5711,0.26,15.0,0.0,indiana,micro,1,5,68,medium potential,1
K12Prospects,instagram,ed tech,7619,0.0,0.0,0.0,"florida, us",micro,1,5,68,medium potential,1
Quantum Analytics,instagram,education,41397,0.0,1.0,0.0,usa,micro,1,5,68,medium potential,1
Ellii for Teachers,instagram,education website,11171,0.005,6.0,0.0,canada,micro,1,5,68,medium potential,1
Queens County Farm Museum,instagram,nonprofit organization,30994,0.21,62.0,4.0,"floral park, new york",micro,1,5,68,medium potential,1
Classroomscreen,instagram,education,37923,0.37,44.0,96.0,netherlands,micro,1,5,68,medium potential,1
Electronic City Credence,instagram,media,19420,0.26,48.0,2.0,"bangalore, india",micro,1,5,68,medium potential,1
Hypocampus - Prépa médecine pour EDN et ECOS en ligne 🩺,instagram,education website,27066,0.4,108.0,1.0,netherlands,micro,1,5,68,medium potential,1
Pocketalk,instagram,product/service,11642,0.09,10.0,0.0,california,micro,1,5,68,medium potential,1
Vstand4U Solutions,instagram,education,11106,0.3,33.0,0.0,"bangalore, india",micro,1,5,68,medium potential,1
Globus Infocom Limited,instagram,brand,15647,0.09,13.0,1.0,noida,micro,1,5,68,medium potential,1
Gorain Technology,instagram,business service,11794,0.0,0.0,0.0,dumka,micro,1,5,68,medium potential,1
IPEVO,instagram,technology,9331,0.04,4.0,0.0,tiwan,micro,1,5,68,medium potential,1
SIEM XPERT,instagram,education,6466,0.66,37.0,6.0,"bangalore, india",micro,1,5,68,medium potential,1
Portal Sekolah | Sistem Sekolah Digital Terbaik,instagram,edtech,11908,0.04,5.0,0.0,indonesia,micro,1,5,68,medium potential,1
Tech-Lync,instagram,education,30433,0.01,4.0,0.0,"nagpur, india",micro,1,5,68,medium potential,1
DAMS α,instagram,education,226258,0.03,53.0,4.0,"delhi, india",mid,1,4,60,medium potential,1
Mr Tourism Ghana,instagram,public figure,1436225,0.04,482.0,25.0,"eastern region, ghana",macro,1,3,52,medium potential,1
Vallabh Consultancy Private Limited,instagram,consulting,11709,0.01,1.0,0.0,india,micro,1,5,68,medium potential,1
MK DIGITALMARE PVT LTD,instagram,software company,6041,0.05,3.0,0.0,secunderabad,micro,1,5,68,medium potential,1
Digidot Digital Marketing,instagram,marketing,11086,0.03,3.0,0.0,india,micro,1,5,68,medium potential,1
MAX CAMUÑAS 〰️ Diseñador web,instagram,web designer,5720,0.09,3.0,2.0,spain,micro,1,5,68,medium potential,1
Dott-media,instagram,digital solutions,28240,0.01,1.0,1.0,"new york, usa",micro,1,5,68,medium potential,1
Eddie Tech Solutions,instagram,marketing agency,9410,0.01,1.0,0.0,"dubai, united arab emirates",micro,1,5,68,medium potential,1
Kampus IT Pertama dan Terbaik se-Bali Nusra,instagram,college & university,23813,0.2,2.0,0.0,bali,micro,1,5,68,medium potential,1
KP SMM,instagram,social media agency,17840,0.4,64.0,7.0,"bhubaneswar, india",micro,1,5,68,medium potential,1
Interior Design Firm,instagram,interior design studio,21319,0.04,3.0,6.0,nilai,micro,1,5,68,medium potential,1
Followerbar,instagram,personal blog,34698,0.0,0.0,0.0,india,micro,1,5,68,medium potential,1
